category,canonical,aliases
Testing,Jest,"Jest Skill, Jest Expert, Jest Dev"
Testing,Mocha,"Mocha Skill, Mocha Expert, Mocha Dev"
Testing,Chai,"Chai Skill, Chai Expert, Chai Dev"
Testing,Jasmine,"Jasmine Skill, Jasmine Expert, Jasmine Dev"
Testing,Vitest,"Vitest Skill, Vitest Expert, Vitest Dev"
Testing,React Testing Library,"RTL, React Testing Library Skill, React Testing Library Expert"
API,REST API,"REST API Skill, REST API Expert, REST API Dev"
API,GraphQL,"GraphQL Skill, GraphQL Expert, GraphQL Dev"
API,SOAP,"SOAP Skill, SOAP Expert, SOAP Dev"
API,gRPC,"gRPC Skill, gRPC Expert, gRPC Dev"
API,WebSocket,"WebSocket Skill, WebSocket Expert, WebSocket Dev"
API,Webhooks,"Webhooks Skill, Webhooks Expert, Webhooks Dev"
API,OpenAPI,"OpenAPI Skill, OpenAPI Expert, OpenAPI Dev"
API,Swagger,"Swagger Skill, Swagger Expert, Swagger Dev"
API,AsyncAPI,"AsyncAPI Skill, AsyncAPI Expert, AsyncAPI Dev"
API,JSON-RPC,"JR, JSON-RPC Skill, JSON-RPC Expert"
API,XML-RPC,"XR, XML-RPC Skill, XML-RPC Expert"
API,OData,"OData Skill, OData Expert, OData Dev"
API,Protocol Buffers,"PB, Protocol Buffers Skill, Protocol Buffers Expert"
API,Apache Thrift,"Apache Thrift Skill, Apache Thrift Expert, Apache Thrift Dev"
API,Apache Avro APIs,"AAA, Apache Avro APIs Skill, Apache Avro APIs Expert"
API,API Gateway,"API Gateway Skill, API Gateway Expert, API Gateway Dev"
API,API Management,"API Management Skill, API Management Expert, API Management Dev"
API,API Design,"API Design Skill, API Design Expert, API Design Dev"
API,API Documentation,"API Documentation Skill, API Documentation Expert, API Documentation Dev"
API,API Versioning,"API Versioning Skill, API Versioning Expert, API Versioning Dev"
API,OAuth 2.0,"O20, OAuth 2.0 Skill, OAuth 2.0 Expert"
API,OpenID Connect,"OpenID Connect Skill, OpenID Connect Expert, OpenID Connect Dev"
API,JWT,"JWT Skill, JWT Expert, JWT Dev"
API,SAML,"SAML Skill, SAML Expert, SAML Dev"
API,HATEOAS,"HATEOAS Skill, HATEOAS Expert, HATEOAS Dev"
API,HAL,"HAL Skill, HAL Expert, HAL Dev"
API,JSON:API,"JA, JSON:API Skill, JSON:API Expert"
API,Postman,"Postman Skill, Postman Expert, Postman Dev"
API,Insomnia,"Insomnia Skill, Insomnia Expert, Insomnia Dev"
API,Hoppscotch,"Hoppscotch Skill, Hoppscotch Expert, Hoppscotch Dev"
API,Apigee,"Apigee Skill, Apigee Expert, Apigee Dev"
API,Kong Gateway,"KG, Kong Gateway Skill, Kong Gateway Expert"
API,Tyk,"Tyk Skill, Tyk Expert, Tyk Dev"
API,MuleSoft Anypoint Platform,"MAP, MuleSoft Anypoint Platform Skill, MuleSoft Anypoint Platform Expert"
API,WSO2 API Manager,"WAM, WSO2 API Manager Skill, WSO2 API Manager Expert"
Version Control,Git,"Git Skill, Git Expert, Git Dev"
Version Control,GitHub,"GitHub Skill, GitHub Expert, GitHub Dev"
Version Control,GitLab,"GitLab Skill, GitLab Expert, GitLab Dev"
Version Control,Bitbucket,"Bitbucket Skill, Bitbucket Expert, Bitbucket Dev"
Version Control,Azure Repos,"Azure Repos Skill, Azure Repos Expert, Azure Repos Dev"
Version Control,Subversion,"Subversion Skill, Subversion Expert, Subversion Dev"
Version Control,Mercurial,"Mercurial Skill, Mercurial Expert, Mercurial Dev"
Version Control,Perforce Helix Core,"PHC, Perforce Helix Core Skill, Perforce Helix Core Expert"
Version Control,Concurrent Versions System,"CVS, Concurrent Versions System Skill, Concurrent Versions System Expert"
Version Control,Team Foundation Version Control,"TFVC, Team Foundation Version Control Skill, Team Foundation Version Control Expert"
Version Control,AWS CodeCommit,"AWS CodeCommit Skill, AWS CodeCommit Expert, AWS CodeCommit Dev"
Version Control,Gerrit,"Gerrit Skill, Gerrit Expert, Gerrit Dev"
Version Control,Phabricator,"Phabricator Skill, Phabricator Expert, Phabricator Dev"
Version Control,Gitea,"Gitea Skill, Gitea Expert, Gitea Dev"
Version Control,Forgejo,"Forgejo Skill, Forgejo Expert, Forgejo Dev"
Version Control,SourceForge,"SourceForge Skill, SourceForge Expert, SourceForge Dev"
Version Control,GitHub Enterprise,"GitHub Enterprise Skill, GitHub Enterprise Expert, GitHub Enterprise Dev"
Version Control,GitLab Enterprise,"GitLab Enterprise Skill, GitLab Enterprise Expert, GitLab Enterprise Dev"
Version Control,Git Flow,"GF, Git Flow Skill, Git Flow Expert"
Version Control,GitHub Flow,"GitHub Flow Skill, GitHub Flow Expert, GitHub Flow Dev"
Version Control,Trunk-Based Development,"TBD, Trunk-Based Development Skill, Trunk-Based Development Expert"
Version Control,Branching Strategy,"BS, Branching Strategy Skill, Branching Strategy Expert"
Version Control,Code Review,"CR, Code Review Skill, Code Review Expert"
Version Control,Pull Requests,"PR, Pull Requests Skill, Pull Requests Expert"
Version Control,Merge Requests,"MR, Merge Requests Skill, Merge Requests Expert"
Operating System,Linux,"Linux Skill, Linux Expert, Linux Dev"
Operating System,Ubuntu,"Ubuntu Skill, Ubuntu Expert, Ubuntu Dev"
Operating System,Debian,"Debian Skill, Debian Expert, Debian Dev"
Operating System,Red Hat Enterprise Linux,"RHEL, Red Hat Enterprise Linux Skill, Red Hat Enterprise Linux Expert"
Operating System,CentOS,"CentOS Skill, CentOS Expert, CentOS Dev"
Operating System,Fedora,"Fedora Skill, Fedora Expert, Fedora Dev"
Operating System,Rocky Linux,"Rocky Linux Skill, Rocky Linux Expert, Rocky Linux Dev"
Operating System,AlmaLinux,"AlmaLinux Skill, AlmaLinux Expert, AlmaLinux Dev"
Operating System,SUSE Linux Enterprise Server,"SLES, SUSE Linux Enterprise Server Skill, SUSE Linux Enterprise Server Expert"
Operating System,openSUSE,"openSUSE Skill, openSUSE Expert, openSUSE Dev"
Operating System,Arch Linux,"Arch Linux Skill, Arch Linux Expert, Arch Linux Dev"
Operating System,Kali Linux,"KL, Kali Linux Skill, Kali Linux Expert"
Operating System,Amazon Linux,"Amazon Linux Skill, Amazon Linux Expert, Amazon Linux Dev"
Operating System,Oracle Linux,"OL, Oracle Linux Skill, Oracle Linux Expert"
Operating System,Alpine Linux,"Alpine Linux Skill, Alpine Linux Expert, Alpine Linux Dev"
Operating System,Gentoo Linux,"GL, Gentoo Linux Skill, Gentoo Linux Expert"
Operating System,Linux Mint,"LM, Linux Mint Skill, Linux Mint Expert"
Operating System,Windows,"Windows Skill, Windows Expert, Windows Dev"
Operating System,Windows Server,"WS, Windows Server Skill, Windows Server Expert"
Operating System,Windows 10,"W1, Windows 10 Skill, Windows 10 Expert"
Operating System,Windows 11,"Windows 11 Skill, Windows 11 Expert, Windows 11 Dev"
Operating System,macOS,"macOS Skill, macOS Expert, macOS Dev"
Operating System,iOS,"iOS Skill, iOS Expert, iOS Dev"
Operating System,Android,"Android Skill, Android Expert, Android Dev"
Operating System,ChromeOS,"ChromeOS Skill, ChromeOS Expert, ChromeOS Dev"
Operating System,FreeBSD,"FreeBSD Skill, FreeBSD Expert, FreeBSD Dev"
Operating System,OpenBSD,"OpenBSD Skill, OpenBSD Expert, OpenBSD Dev"
Operating System,NetBSD,"NetBSD Skill, NetBSD Expert, NetBSD Dev"
Operating System,Solaris,"Solaris Skill, Solaris Expert, Solaris Dev"
Operating System,AIX,"AIX Skill, AIX Expert, AIX Dev"
Operating System,HP-UX,"HU, HP-UX Skill, HP-UX Expert"
Operating System,Unix,"Unix Skill, Unix Expert, Unix Dev"
Operating System,QNX,"QNX Skill, QNX Expert, QNX Dev"
Operating System,VxWorks,"VxWorks Skill, VxWorks Expert, VxWorks Dev"
Operating System,Zephyr RTOS,"ZR, Zephyr RTOS Skill, Zephyr RTOS Expert"
IDE,Visual Studio Code,"VSC, Visual Studio Code Skill, Visual Studio Code Expert"
IDE,Visual Studio,"VS, Visual Studio Skill, Visual Studio Expert"
IDE,IntelliJ IDEA,"II, IntelliJ IDEA Skill, IntelliJ IDEA Expert"
IDE,PyCharm,"PyCharm Skill, PyCharm Expert, PyCharm Dev"
IDE,WebStorm,"WebStorm Skill, WebStorm Expert, WebStorm Dev"
IDE,PhpStorm,"PhpStorm Skill, PhpStorm Expert, PhpStorm Dev"
IDE,Rider,"Rider Skill, Rider Expert, Rider Dev"
IDE,GoLand,"GoLand Skill, GoLand Expert, GoLand Dev"
IDE,CLion,"CLion Skill, CLion Expert, CLion Dev"
IDE,DataGrip,"DataGrip Skill, DataGrip Expert, DataGrip Dev"
IDE,RubyMine,"RubyMine Skill, RubyMine Expert, RubyMine Dev"
IDE,Eclipse IDE,"EI, Eclipse IDE Skill, Eclipse IDE Expert"
IDE,NetBeans,"NetBeans Skill, NetBeans Expert, NetBeans Dev"
IDE,Spring Tool Suite,"STS, Spring Tool Suite Skill, Spring Tool Suite Expert"
IDE,Jupyter Notebook,"JN, Jupyter Notebook Skill, Jupyter Notebook Expert"
IDE,JupyterLab,"JupyterLab Skill, JupyterLab Expert, JupyterLab Dev"
IDE,RStudio,"RStudio Skill, RStudio Expert, RStudio Dev"
IDE,Spyder,"Spyder Skill, Spyder Expert, Spyder Dev"
IDE,Sublime Text,"Sublime Text Skill, Sublime Text Expert, Sublime Text Dev"
IDE,Atom,"Atom Skill, Atom Expert, Atom Dev"
IDE,Vim,"Vim Skill, Vim Expert, Vim Dev"
IDE,Neovim,"Neovim Skill, Neovim Expert, Neovim Dev"
IDE,Emacs,"Emacs Skill, Emacs Expert, Emacs Dev"
IDE,Notepad++,"NPP, Notepad++ Skill, Notepad++ Expert"
IDE,Qt Creator,"QC, Qt Creator Skill, Qt Creator Expert"
IDE,Code::Blocks,"CB, Code::Blocks Skill, Code::Blocks Expert"
IDE,Dev-C++,"DCPP, Dev-C++ Skill, Dev-C++ Expert"
IDE,BlueJ,"BlueJ Skill, BlueJ Expert, BlueJ Dev"
IDE,Replit,"Replit Skill, Replit Expert, Replit Dev"
IDE,GitHub Codespaces,"GitHub Codespaces Skill, GitHub Codespaces Expert, GitHub Codespaces Dev"
IDE,AWS Cloud9,"AWS Cloud9 Skill, AWS Cloud9 Expert, AWS Cloud9 Dev"
IDE,Google Colab,"Google Colab Skill, Google Colab Expert, Google Colab Dev"
IDE,Kaggle Notebooks,"KN, Kaggle Notebooks Skill, Kaggle Notebooks Expert"
IDE,Databricks Notebook,"DN, Databricks Notebook Skill, Databricks Notebook Expert"
IDE,Azure Data Studio,"ADS, Azure Data Studio Skill, Azure Data Studio Expert"
Tool,Slack,"Slack Skill, Slack Expert, Slack Dev"
Tool,Microsoft Teams,"Microsoft Teams Skill, Microsoft Teams Expert, Microsoft Teams Dev"
Tool,Trello,"Trello Skill, Trello Expert, Trello Dev"
Tool,Asana,"Asana Skill, Asana Expert, Asana Dev"
Tool,Monday.com,"MC, Monday.com Skill, Monday.com Expert"
Tool,Notion,"Notion Skill, Notion Expert, Notion Dev"
Tool,Miro,"Miro Skill, Miro Expert, Miro Dev"
Tool,Figma,"Figma Skill, Figma Expert, Figma Dev"
Tool,FigJam,"FigJam Skill, FigJam Expert, FigJam Dev"
Tool,Adobe XD,"AX, Adobe XD Skill, Adobe XD Expert"
Tool,Sketch,"Sketch Skill, Sketch Expert, Sketch Dev"
Tool,InVision,"InVision Skill, InVision Expert, InVision Dev"
Tool,Lucidchart,"Lucidchart Skill, Lucidchart Expert, Lucidchart Dev"
Tool,Draw.io,"DI, Draw.io Skill, Draw.io Expert"
Tool,Microsoft Visio,"MV, Microsoft Visio Skill, Microsoft Visio Expert"
Tool,Tableau,"Tableau Skill, Tableau Expert, Tableau Dev"
Tool,Power BI,"Power BI Skill, Power BI Expert, Power BI Dev"
Tool,Looker,"Looker Skill, Looker Expert, Looker Dev"
Tool,Looker Studio,"LS, Looker Studio Skill, Looker Studio Expert"
Tool,Qlik Sense,"QS, Qlik Sense Skill, Qlik Sense Expert"
Tool,Metabase,"Metabase Skill, Metabase Expert, Metabase Dev"
Tool,Superset,"Superset Skill, Superset Expert, Superset Dev"
Tool,Kibana,"Kibana Skill, Kibana Expert, Kibana Dev"
Tool,Excel,"Excel Skill, Excel Expert, Excel Dev"
Tool,Google Sheets,"GS, Google Sheets Skill, Google Sheets Expert"
Tool,Airtable,"Airtable Skill, Airtable Expert, Airtable Dev"
Tool,Salesforce,"Salesforce Skill, Salesforce Expert, Salesforce Dev"
Tool,ServiceNow,"ServiceNow Skill, ServiceNow Expert, ServiceNow Dev"
Tool,Zendesk,"Zendesk Skill, Zendesk Expert, Zendesk Dev"
Tool,HubSpot,"HubSpot Skill, HubSpot Expert, HubSpot Dev"
Tool,Zapier,"Zapier Skill, Zapier Expert, Zapier Dev"
Tool,Make,"Make Skill, Make Expert, Make Dev"
Tool,IFTTT,"IFTTT Skill, IFTTT Expert, IFTTT Dev"
Tool,curl,"curl Skill, curl Expert, curl Dev"
Tool,wget,"wget Skill, wget Expert, wget Dev"
Tool,jq,"jq Skill, jq Expert, jq Dev"
Tool,yq,"yq Skill, yq Expert, yq Dev"
Tool,GNU Make,"GM, GNU Make Skill, GNU Make Expert"
Tool,CMake,"CMake Skill, CMake Expert, CMake Dev"
Tool,Gradle,"Gradle Skill, Gradle Expert, Gradle Dev"
Tool,Maven,"Maven Skill, Maven Expert, Maven Dev"
Tool,npm,"npm Skill, npm Expert, npm Dev"
Tool,Yarn,"Yarn Skill, Yarn Expert, Yarn Dev"
Tool,pnpm,"pnpm Skill, pnpm Expert, pnpm Dev"
Tool,Bun,"Bun Skill, Bun Expert, Bun Dev"
Tool,Webpack,"Webpack Skill, Webpack Expert, Webpack Dev"
Tool,Vite,"Vite Skill, Vite Expert, Vite Dev"
Tool,Rollup,"Rollup Skill, Rollup Expert, Rollup Dev"
Tool,Parcel,"Parcel Skill, Parcel Expert, Parcel Dev"
Tool,Babel,"Babel Skill, Babel Expert, Babel Dev"
Tool,ESLint,"ESLint Skill, ESLint Expert, ESLint Dev"
Tool,Prettier,"Prettier Skill, Prettier Expert, Prettier Dev"
Tool,Stylelint,"Stylelint Skill, Stylelint Expert, Stylelint Dev"
Tool,Snyk,"Snyk Skill, Snyk Expert, Snyk Dev"
Tool,Dependabot,"Dependabot Skill, Dependabot Expert, Dependabot Dev"
Tool,Renovate,"Renovate Skill, Renovate Expert, Renovate Dev"
Tool,Black,"Black Skill, Black Expert, Black Dev"
Tool,Ruff,"Ruff Skill, Ruff Expert, Ruff Dev"
Tool,Flake8,"Flake8 Skill, Flake8 Expert, Flake8 Dev"
Tool,mypy,"mypy Skill, mypy Expert, mypy Dev"
Tool,Pylint,"Pylint Skill, Pylint Expert, Pylint Dev"
Tool,Bandit,"Bandit Skill, Bandit Expert, Bandit Dev"
Tool,Composer,"Composer Skill, Composer Expert, Composer Dev"
Tool,Bundler,"Bundler Skill, Bundler Expert, Bundler Dev"
Tool,NuGet,"NuGet Skill, NuGet Expert, NuGet Dev"
Soft Skill,Communication,"Comms, Communication Skills, Clear Communication"
Soft Skill,Leadership,"Team Leadership, Leadership Skills, Tech Leadership"
Soft Skill,Teamwork,"Team Collaboration, Team Player, Collaborative Work"
Soft Skill,Critical Thinking,"Critical Reasoning, Analytical Reasoning, Critical Analysis"
Soft Skill,Problem Solving,"Troubleshooting, Issue Resolution, Problem-Solving Skills"
Soft Skill,Time Management,"Time Planning, Deadline Management, Schedule Management"
Soft Skill,Adaptability,"Adaptability Skill, Adaptability Expert, Adaptability Dev"
Soft Skill,Collaboration,"Collaboration Skill, Collaboration Expert, Collaboration Dev"
Soft Skill,Creativity,"Creativity Skill, Creativity Expert, Creativity Dev"
Soft Skill,Emotional Intelligence,"Emotional Intelligence Skill, Emotional Intelligence Expert, Emotional Intelligence Dev"
Soft Skill,Conflict Resolution,"Conflict Resolution Skill, Conflict Resolution Expert, Conflict Resolution Dev"
Soft Skill,Decision Making,"Decision Making Skill, Decision Making Expert, Decision Making Dev"
Soft Skill,Stakeholder Management,"Stakeholder Management Skill, Stakeholder Management Expert, Stakeholder Management Dev"
Soft Skill,Presentation Skills,"Presentation Skills Skill, Presentation Skills Expert, Presentation Skills Dev"
Soft Skill,Active Listening,"Active Listening Skill, Active Listening Expert, Active Listening Dev"
Soft Skill,Negotiation,"Negotiation Skill, Negotiation Expert, Negotiation Dev"
Soft Skill,Mentoring,"Mentoring Skill, Mentoring Expert, Mentoring Dev"
Soft Skill,Coaching,"Coaching Skill, Coaching Expert, Coaching Dev"
Soft Skill,Ownership,"Ownership Skill, Ownership Expert, Ownership Dev"
Soft Skill,Accountability,"Accountability Skill, Accountability Expert, Accountability Dev"
Soft Skill,Attention to Detail,"ATD, Attention to Detail Skill, Attention to Detail Expert"
Soft Skill,Analytical Thinking,"Analytical Thinking Skill, Analytical Thinking Expert, Analytical Thinking Dev"
Soft Skill,Strategic Thinking,"Strategic Thinking Skill, Strategic Thinking Expert, Strategic Thinking Dev"
Soft Skill,Customer Focus,"Customer Focus Skill, Customer Focus Expert, Customer Focus Dev"
Soft Skill,Empathy,"Empathy Skill, Empathy Expert, Empathy Dev"
Soft Skill,Resilience,"Resilience Skill, Resilience Expert, Resilience Dev"
Soft Skill,Prioritization,"Prioritization Skill, Prioritization Expert, Prioritization Dev"
Soft Skill,Self-Motivation,"Self-Motivation Skill, Self-Motivation Expert, Self-Motivation Dev"
Soft Skill,Work Ethic,"WE, Work Ethic Skill, Work Ethic Expert"
Soft Skill,Remote Collaboration,"RC, Remote Collaboration Skill, Remote Collaboration Expert"
Soft Skill,Cross-Functional Collaboration,"CFC, Cross-Functional Collaboration Skill, Cross-Functional Collaboration Expert"
Soft Skill,Technical Writing,"TW, Technical Writing Skill, Technical Writing Expert"
Soft Skill,Documentation Skills,"DS, Documentation Skills Skill, Documentation Skills Expert"
Soft Skill,Facilitation,"Facilitation Skill, Facilitation Expert, Facilitation Dev"
Soft Skill,Influencing Skills,"Influencing Skills Skill, Influencing Skills Expert, Influencing Skills Dev"
Soft Skill,Growth Mindset,"Growth Mindset Skill, Growth Mindset Expert, Growth Mindset Dev"
Soft Skill,Learning Agility,"Learning Agility Skill, Learning Agility Expert, Learning Agility Dev"
Soft Skill,Cultural Awareness,"CA, Cultural Awareness Skill, Cultural Awareness Expert"
Soft Skill,Interviewing Skills,"Interviewing Skills Skill, Interviewing Skills Expert, Interviewing Skills Dev"
Soft Skill,Feedback Delivery,"FD, Feedback Delivery Skill, Feedback Delivery Expert"
Methodology,Agile,"Agile Skill, Agile Expert, Agile Dev"
Methodology,Scrum,"Scrum Skill, Scrum Expert, Scrum Dev"
Methodology,Kanban,"Kanban Skill, Kanban Expert, Kanban Dev"
Methodology,Lean Software Development,"LSD, Lean Software Development Skill, Lean Software Development Expert"
Methodology,Waterfall Model,"WM, Waterfall Model Skill, Waterfall Model Expert"
Methodology,DevOps Methodology,"DevOps Methodology Skill, DevOps Methodology Expert, DevOps Methodology Dev"
Methodology,DevSecOps Methodology,"DevSecOps Methodology Skill, DevSecOps Methodology Expert, DevSecOps Methodology Dev"
Methodology,Site Reliability Engineering,"SRE, Site Reliability Engineering Skill, Site Reliability Engineering Expert"
Methodology,ITIL,"ITIL Skill, ITIL Expert, ITIL Dev"
Methodology,COBIT,"COBIT Skill, COBIT Expert, COBIT Dev"
Methodology,TOGAF,"TOGAF Skill, TOGAF Expert, TOGAF Dev"
Methodology,Design Thinking,"Design Thinking Skill, Design Thinking Expert, Design Thinking Dev"
Methodology,Domain-Driven Design,"DDD, Domain-Driven Design Skill, Domain-Driven Design Expert"
Methodology,Acceptance Test-Driven Development,"ATDD, Acceptance Test-Driven Development Skill, Acceptance Test-Driven Development Expert"
Methodology,Extreme Programming,"EP, Extreme Programming Skill, Extreme Programming Expert"
Methodology,Pair Programming,"PP, Pair Programming Skill, Pair Programming Expert"
Methodology,Mob Programming,"MP, Mob Programming Skill, Mob Programming Expert"
Methodology,AIOps,"AIOps Skill, AIOps Expert, AIOps Dev"
Methodology,FinOps,"FinOps Skill, FinOps Expert, FinOps Dev"
Methodology,Product Management,"PM, Product Management Skill, Product Management Expert"
Methodology,Product Discovery,"Product Discovery Skill, Product Discovery Expert, Product Discovery Dev"
Methodology,User-Centered Design,"UCD, User-Centered Design Skill, User-Centered Design Expert"
Methodology,Human-Centered Design,"HCD, Human-Centered Design Skill, Human-Centered Design Expert"
Methodology,Service Design,"SD, Service Design Skill, Service Design Expert"
Methodology,Systems Development Life Cycle,"SDLC, Systems Development Life Cycle Skill, Systems Development Life Cycle Expert"
Methodology,Software Development Life Cycle,"Software Development Life Cycle Skill, Software Development Life Cycle Expert, Software Development Life Cycle Dev"
Methodology,Scaled Agile Framework,"SAF, Scaled Agile Framework Skill, Scaled Agile Framework Expert"
Methodology,Large-Scale Scrum,"LSS, Large-Scale Scrum Skill, Large-Scale Scrum Expert"
Methodology,Disciplined Agile,"Disciplined Agile Skill, Disciplined Agile Expert, Disciplined Agile Dev"
Methodology,PRINCE2,"PRINCE2 Skill, PRINCE2 Expert, PRINCE2 Dev"
Methodology,PMBOK,"PMBOK Skill, PMBOK Expert, PMBOK Dev"
Methodology,OKRs,"OKRs Skill, OKRs Expert, OKRs Dev"
Methodology,KPIs,"KPIs Skill, KPIs Expert, KPIs Dev"
Methodology,Incident Management,"IM, Incident Management Skill, Incident Management Expert"
Methodology,Problem Management,"Problem Management Skill, Problem Management Expert, Problem Management Dev"
Certification,AWS Certified Cloud Practitioner,"AWS CCP, AWS Cloud Practitioner, Cloud Practitioner"
Certification,AWS Certified Solutions Architect - Associate,"ACSAA, AWS Certified Solutions Architect - Associate Skill, AWS Certified Solutions Architect - Associate Expert"
Certification,AWS Certified Solutions Architect - Professional,"ACSAP, AWS Certified Solutions Architect - Professional Skill, AWS Certified Solutions Architect - Professional Expert"
Certification,AWS Certified Developer - Associate,"ACDA, AWS Certified Developer - Associate Skill, AWS Certified Developer - Associate Expert"
Certification,AWS Certified SysOps Administrator - Associate,"AWS Certified SysOps Administrator - Associate Skill, AWS Certified SysOps Administrator - Associate Expert, AWS Certified SysOps Administrator - Associate Dev"
Certification,AWS Certified DevOps Engineer - Professional,"ACDEP, AWS Certified DevOps Engineer - Professional Skill, AWS Certified DevOps Engineer - Professional Expert"
Certification,AWS Certified Security - Specialty,"ACSS, AWS Certified Security - Specialty Skill, AWS Certified Security - Specialty Expert"
Certification,AWS Certified Data Engineer - Associate,"ACDEA, AWS Certified Data Engineer - Associate Skill, AWS Certified Data Engineer - Associate Expert"
Certification,AWS Certified Machine Learning - Specialty,"ACMLS, AWS Certified Machine Learning - Specialty Skill, AWS Certified Machine Learning - Specialty Expert"
Certification,Microsoft Azure Fundamentals,"AZ-900, Azure Fundamentals, Azure Foundational Cert"
Certification,Microsoft Azure Administrator Associate,"MAAA, Microsoft Azure Administrator Associate Skill, Microsoft Azure Administrator Associate Expert"
Certification,Microsoft Azure Developer Associate,"MADA, Microsoft Azure Developer Associate Skill, Microsoft Azure Developer Associate Expert"
Certification,Microsoft Azure Solutions Architect Expert,"MASAE, Microsoft Azure Solutions Architect Expert Skill, Microsoft Azure Solutions Architect Expert Expert"
Certification,Microsoft Azure DevOps Engineer Expert,"MADEE, Microsoft Azure DevOps Engineer Expert Skill, Microsoft Azure DevOps Engineer Expert Expert"
Certification,Microsoft Azure Security Engineer Associate,"MASEA, Microsoft Azure Security Engineer Associate Skill, Microsoft Azure Security Engineer Associate Expert"
Certification,Microsoft Azure Data Engineer Associate,"MADEA, Microsoft Azure Data Engineer Associate Skill, Microsoft Azure Data Engineer Associate Expert"
Certification,Microsoft Azure AI Engineer Associate,"MAAEA, Microsoft Azure AI Engineer Associate Skill, Microsoft Azure AI Engineer Associate Expert"
Certification,Google Associate Cloud Engineer,"GACE, Google Associate Cloud Engineer Skill, Google Associate Cloud Engineer Expert"
Certification,Google Professional Cloud Architect,"GCP PCA, Google Cloud Architect, Professional Cloud Architect"
Certification,Google Professional Data Engineer,"GPDE, Google Professional Data Engineer Skill, Google Professional Data Engineer Expert"
Certification,Google Professional Cloud Developer,"GPCD, Google Professional Cloud Developer Skill, Google Professional Cloud Developer Expert"
Certification,Google Professional Cloud DevOps Engineer,"GPCDE, Google Professional Cloud DevOps Engineer Skill, Google Professional Cloud DevOps Engineer Expert"
Certification,Google Professional Cloud Security Engineer,"GPCSE, Google Professional Cloud Security Engineer Skill, Google Professional Cloud Security Engineer Expert"
Certification,Google Professional Machine Learning Engineer,"GPMLE, Google Professional Machine Learning Engineer Skill, Google Professional Machine Learning Engineer Expert"
Certification,Oracle Java SE 8 Programmer,"Oracle Java SE, OCA Java, Java SE Certification"
Certification,Oracle Java SE 11 Developer,"OJS1D, Oracle Java SE 11 Developer Skill, Oracle Java SE 11 Developer Expert"
Certification,Oracle Java SE 17 Developer,"Oracle Java SE 17 Developer Skill, Oracle Java SE 17 Developer Expert, Oracle Java SE 17 Developer Dev"
Certification,Oracle Database SQL Certified Associate,"ODSCA, Oracle Database SQL Certified Associate Skill, Oracle Database SQL Certified Associate Expert"
Certification,Oracle Cloud Infrastructure Foundations Associate,"OCIFA, Oracle Cloud Infrastructure Foundations Associate Skill, Oracle Cloud Infrastructure Foundations Associate Expert"
Certification,Oracle Cloud Infrastructure Architect Associate,"OCIAA, Oracle Cloud Infrastructure Architect Associate Skill, Oracle Cloud Infrastructure Architect Associate Expert"
Certification,TensorFlow Developer Certificate,"TF Developer Cert, TensorFlow Certificate, TensorFlow Developer"
Certification,Certified Kubernetes Administrator,"CKA, Certified Kubernetes Administrator Skill, Certified Kubernetes Administrator Expert"
Certification,Certified Kubernetes Application Developer,"CKAD, Certified Kubernetes Application Developer Skill, Certified Kubernetes Application Developer Expert"
Certification,Certified Kubernetes Security Specialist,"CKSS, Certified Kubernetes Security Specialist Skill, Certified Kubernetes Security Specialist Expert"
Certification,Kubernetes and Cloud Native Associate,"KACNA, Kubernetes and Cloud Native Associate Skill, Kubernetes and Cloud Native Associate Expert"
Certification,Docker Certified Associate,"DCA, Docker Certified Associate Skill, Docker Certified Associate Expert"
Certification,HashiCorp Certified Terraform Associate,"HCTA, HashiCorp Certified Terraform Associate Skill, HashiCorp Certified Terraform Associate Expert"
Certification,HashiCorp Certified Vault Associate,"HCVA, HashiCorp Certified Vault Associate Skill, HashiCorp Certified Vault Associate Expert"
Certification,Red Hat Certified System Administrator,"RHCSA, Red Hat Certified System Administrator Skill, Red Hat Certified System Administrator Expert"
Certification,Red Hat Certified Engineer,"RHCE, Red Hat Certified Engineer Skill, Red Hat Certified Engineer Expert"
Certification,Red Hat Certified Specialist in OpenShift Administration,"RHCSIOA, Red Hat Certified Specialist in OpenShift Administration Skill, Red Hat Certified Specialist in OpenShift Administration Expert"
Certification,Linux Foundation Certified IT Associate,"LFCIA, Linux Foundation Certified IT Associate Skill, Linux Foundation Certified IT Associate Expert"
Certification,Linux Foundation Certified System Administrator,"LFCSA, Linux Foundation Certified System Administrator Skill, Linux Foundation Certified System Administrator Expert"
Certification,CompTIA A+,"CAP, CompTIA A+ Skill, CompTIA A+ Expert"
Certification,CompTIA Network+,"CNP, CompTIA Network+ Skill, CompTIA Network+ Expert"
Certification,CompTIA Security+,"CSP, CompTIA Security+ Skill, CompTIA Security+ Expert"
Certification,CompTIA CySA+,"CCP, CompTIA CySA+ Skill, CompTIA CySA+ Expert"
Certification,CompTIA PenTest+,"CompTIA PenTest+ Skill, CompTIA PenTest+ Expert, CompTIA PenTest+ Dev"
Certification,CompTIA Cloud+,"CompTIA Cloud+ Skill, CompTIA Cloud+ Expert, CompTIA Cloud+ Dev"
Certification,CompTIA Linux+,"CLP, CompTIA Linux+ Skill, CompTIA Linux+ Expert"
